"INDIC","Indicator","LOCATION","Country","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CUR","Current PPPs","ISL","Iceland","2015","2015","OECDIDX","OECD=100","0","Units",,,118,,
"CUR","Current PPPs","ISL","Iceland","2016","2016","OECDIDX","OECD=100","0","Units",,,124,,
"CUR","Current PPPs","ISL","Iceland","2017","2017","OECDIDX","OECD=100","0","Units",,,125,,
"CUR","Current PPPs","ISL","Iceland","2018","2018","OECDIDX","OECD=100","0","Units",,,125,,
"CUR","Current PPPs","ISL","Iceland","2019","2019","OECDIDX","OECD=100","0","Units",,,123,,
"CST","Constant 2015 PPPs","ISL","Iceland","2009","2009","OECDIDX","OECD=100","0","Units",,,130,,
"CST","Constant 2015 PPPs","ISL","Iceland","2010","2010","OECDIDX","OECD=100","0","Units",,,123,,
"CST","Constant 2015 PPPs","ISL","Iceland","2011","2011","OECDIDX","OECD=100","0","Units",,,123,,
"CST","Constant 2015 PPPs","ISL","Iceland","2012","2012","OECDIDX","OECD=100","0","Units",,,123,,
"CST","Constant 2015 PPPs","ISL","Iceland","2013","2013","OECDIDX","OECD=100","0","Units",,,126,,
"CST","Constant 2015 PPPs","ISL","Iceland","2014","2014","OECDIDX","OECD=100","0","Units",,,125,,
"CST","Constant 2015 PPPs","ISL","Iceland","2015","2015","OECDIDX","OECD=100","0","Units",,,127,,
"CST","Constant 2015 PPPs","ISL","Iceland","2016","2016","OECDIDX","OECD=100","0","Units",,,132,,
"CST","Constant 2015 PPPs","ISL","Iceland","2017","2017","OECDIDX","OECD=100","0","Units",,,132,,
"CST","Constant 2015 PPPs","ISL","Iceland","2018","2018","OECDIDX","OECD=100","0","Units",,,131,,
"CST","Constant 2015 PPPs","ISL","Iceland","2019","2019","OECDIDX","OECD=100","0","Units",,,129,,
"PPP","Purchasing Power Parities","IRL","Ireland","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.9,,
"PPP","Purchasing Power Parities","IRL","Ireland","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.849,,
"PPP","Purchasing Power Parities","IRL","Ireland","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.832,,
"PPP","Purchasing Power Parities","IRL","Ireland","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.823,,
"PPP","Purchasing Power Parities","IRL","Ireland","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.811,,
"PPP","Purchasing Power Parities","IRL","Ireland","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.819,,
"PPP","Purchasing Power Parities","IRL","Ireland","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.809,,
"PPP","Purchasing Power Parities","IRL","Ireland","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.794,,
"PPP","Purchasing Power Parities","IRL","Ireland","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.791,,
"PPP","Purchasing Power Parities","IRL","Ireland","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.788,,
"PPP","Purchasing Power Parities","IRL","Ireland","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.782,,
"CPL","Comparative Price Levels","IRL","Ireland","2009","2009","OECDIDX","OECD=100","0","Units",,,123,,
"CPL","Comparative Price Levels","IRL","Ireland","2010","2010","OECDIDX","OECD=100","0","Units",,,110,,
"CPL","Comparative Price Levels","IRL","Ireland","2011","2011","OECDIDX","OECD=100","0","Units",,,110,,
"CPL","Comparative Price Levels","IRL","Ireland","2012","2012","OECDIDX","OECD=100","0","Units",,,104,,
"CPL","Comparative Price Levels","IRL","Ireland","2013","2013","OECDIDX","OECD=100","0","Units",,,110,,
"CPL","Comparative Price Levels","IRL","Ireland","2014","2014","OECDIDX","OECD=100","0","Units",,,112,,
"CPL","Comparative Price Levels","IRL","Ireland","2015","2015","OECDIDX","OECD=100","0","Units",,,102,,
"CPL","Comparative Price Levels","IRL","Ireland","2016","2016","OECDIDX","OECD=100","0","Units",,,101,,
"CPL","Comparative Price Levels","IRL","Ireland","2017","2017","OECDIDX","OECD=100","0","Units",,,103,,
"CPL","Comparative Price Levels","IRL","Ireland","2018","2018","OECDIDX","OECD=100","0","Units",,,106,,
"CPL","Comparative Price Levels","IRL","Ireland","2019","2019","OECDIDX","OECD=100","0","Units",,,102,,
"CUR","Current PPPs","IRL","Ireland","2009","2009","OECDIDX","OECD=100","0","Units",,,122,,
"CUR","Current PPPs","IRL","Ireland","2010","2010","OECDIDX","OECD=100","0","Units",,,123,,
"CUR","Current PPPs","IRL","Ireland","2011","2011","OECDIDX","OECD=100","0","Units",,,122,,
"CUR","Current PPPs","IRL","Ireland","2012","2012","OECDIDX","OECD=100","0","Units",,,123,,
"CUR","Current PPPs","IRL","Ireland","2013","2013","OECDIDX","OECD=100","0","Units",,,123,,
"CUR","Current PPPs","IRL","Ireland","2014","2014","OECDIDX","OECD=100","0","Units",,,127,,
"CUR","Current PPPs","IRL","Ireland","2015","2015","OECDIDX","OECD=100","0","Units",,,167,,
"CUR","Current PPPs","IRL","Ireland","2016","2016","OECDIDX","OECD=100","0","Units",,,168,,
"CUR","Current PPPs","IRL","Ireland","2017","2017","OECDIDX","OECD=100","0","Units",,,175,,
"CUR","Current PPPs","IRL","Ireland","2018","2018","OECDIDX","OECD=100","0","Units",,,183,,
"CUR","Current PPPs","IRL","Ireland","2019","2019","OECDIDX","OECD=100","0","Units",,,190,,
"CST","Constant 2015 PPPs","IRL","Ireland","2009","2009","OECDIDX","OECD=100","0","Units",,,129,,
"CST","Constant 2015 PPPs","IRL","Ireland","2010","2010","OECDIDX","OECD=100","0","Units",,,128,,
"CST","Constant 2015 PPPs","IRL","Ireland","2011","2011","OECDIDX","OECD=100","0","Units",,,126,,
"CST","Constant 2015 PPPs","IRL","Ireland","2012","2012","OECDIDX","OECD=100","0","Units",,,125,,
"CST","Constant 2015 PPPs","IRL","Ireland","2013","2013","OECDIDX","OECD=100","0","Units",,,124,,
"CST","Constant 2015 PPPs","IRL","Ireland","2014","2014","OECDIDX","OECD=100","0","Units",,,132,,
"CST","Constant 2015 PPPs","IRL","Ireland","2015","2015","OECDIDX","OECD=100","0","Units",,,160,,
"CST","Constant 2015 PPPs","IRL","Ireland","2016","2016","OECDIDX","OECD=100","0","Units",,,162,,
"CST","Constant 2015 PPPs","IRL","Ireland","2017","2017","OECDIDX","OECD=100","0","Units",,,170,,
"CST","Constant 2015 PPPs","IRL","Ireland","2018","2018","OECDIDX","OECD=100","0","Units",,,178,,
"CST","Constant 2015 PPPs","IRL","Ireland","2019","2019","OECDIDX","OECD=100","0","Units",,,184,,
"PPP","Purchasing Power Parities","ITA","Italy","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.771,,
"PPP","Purchasing Power Parities","ITA","Italy","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.773,,
"PPP","Purchasing Power Parities","ITA","Italy","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.759,,
"PPP","Purchasing Power Parities","ITA","Italy","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.748,,
"PPP","Purchasing Power Parities","ITA","Italy","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.737,,
"PPP","Purchasing Power Parities","ITA","Italy","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.74,,
"PPP","Purchasing Power Parities","ITA","Italy","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.738,,
"PPP","Purchasing Power Parities","ITA","Italy","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.701,,
"PPP","Purchasing Power Parities","ITA","Italy","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.687,,
"PPP","Purchasing Power Parities","ITA","Italy","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.683,,
"PPP","Purchasing Power Parities","ITA","Italy","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.675,,
"CPL","Comparative Price Levels","ITA","Italy","2009","2009","OECDIDX","OECD=100","0","Units",,,106,,
"CPL","Comparative Price Levels","ITA","Italy","2010","2010","OECDIDX","OECD=100","0","Units",,,100,,
"CPL","Comparative Price Levels","ITA","Italy","2011","2011","OECDIDX","OECD=100","0","Units",,,101,,
"CPL","Comparative Price Levels","ITA","Italy","2012","2012","OECDIDX","OECD=100","0","Units",,,95,,
"CPL","Comparative Price Levels","ITA","Italy","2013","2013","OECDIDX","OECD=100","0","Units",,,100,,
"CPL","Comparative Price Levels","ITA","Italy","2014","2014","OECDIDX","OECD=100","0","Units",,,101,,
"CPL","Comparative Price Levels","ITA","Italy","2015","2015","OECDIDX","OECD=100","0","Units",,,93,,
"CPL","Comparative Price Levels","ITA","Italy","2016","2016","OECDIDX","OECD=100","0","Units",,,89,,
"CPL","Comparative Price Levels","ITA","Italy","2017","2017","OECDIDX","OECD=100","0","Units",,,89,,
"CPL","Comparative Price Levels","ITA","Italy","2018","2018","OECDIDX","OECD=100","0","Units",,,92,,
"CPL","Comparative Price Levels","ITA","Italy","2019","2019","OECDIDX","OECD=100","0","Units",,,88,,
"CUR","Current PPPs","ITA","Italy","2009","2009","OECDIDX","OECD=100","0","Units",,,101,,
"CUR","Current PPPs","ITA","Italy","2010","2010","OECDIDX","OECD=100","0","Units",,,99,,
"CUR","Current PPPs","ITA","Italy","2011","2011","OECDIDX","OECD=100","0","Units",,,99,,
"CUR","Current PPPs","ITA","Italy","2012","2012","OECDIDX","OECD=100","0","Units",,,95,,
"CUR","Current PPPs","ITA","Italy","2013","2013","OECDIDX","OECD=100","0","Units",,,92,,
"CUR","Current PPPs","ITA","Italy","2014","2014","OECDIDX","OECD=100","0","Units",,,90,,
"CUR","Current PPPs","ITA","Italy","2015","2015","OECDIDX","OECD=100","0","Units",,,89,,
"CUR","Current PPPs","ITA","Italy","2016","2016","OECDIDX","OECD=100","0","Units",,,93,,
"CUR","Current PPPs","ITA","Italy","2017","2017","OECDIDX","OECD=100","0","Units",,,94,,
"CUR","Current PPPs","ITA","Italy","2018","2018","OECDIDX","OECD=100","0","Units",,,93,,
"CUR","Current PPPs","ITA","Italy","2019","2019","OECDIDX","OECD=100","0","Units",,,92,,
"CST","Constant 2015 PPPs","ITA","Italy","2009","2009","OECDIDX","OECD=100","0","Units",,,98,,
"CST","Constant 2015 PPPs","ITA","Italy","2010","2010","OECDIDX","OECD=100","0","Units",,,97,,
"CST","Constant 2015 PPPs","ITA","Italy","2011","2011","OECDIDX","OECD=100","0","Units",,,96,,
"CST","Constant 2015 PPPs","ITA","Italy","2012","2012","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","ITA","Italy","2013","2013","OECDIDX","OECD=100","0","Units",,,88,,
"CST","Constant 2015 PPPs","ITA","Italy","2014","2014","OECDIDX","OECD=100","0","Units",,,87,,
"CST","Constant 2015 PPPs","ITA","Italy","2015","2015","OECDIDX","OECD=100","0","Units",,,86,,
"CST","Constant 2015 PPPs","ITA","Italy","2016","2016","OECDIDX","OECD=100","0","Units",,,86,,
"CST","Constant 2015 PPPs","ITA","Italy","2017","2017","OECDIDX","OECD=100","0","Units",,,86,,
"CST","Constant 2015 PPPs","ITA","Italy","2018","2018","OECDIDX","OECD=100","0","Units",,,85,,
"CST","Constant 2015 PPPs","ITA","Italy","2019","2019","OECDIDX","OECD=100","0","Units",,,84,,
"PPP","Purchasing Power Parities","JPN","Japan","2009","2009","NATUSD","National currency per US dollar","0","Units",,,115,,
"PPP","Purchasing Power Parities","JPN","Japan","2010","2010","NATUSD","National currency per US dollar","0","Units",,,112,,
"PPP","Purchasing Power Parities","JPN","Japan","2011","2011","NATUSD","National currency per US dollar","0","Units",,,107,,
"PPP","Purchasing Power Parities","JPN","Japan","2012","2012","NATUSD","National currency per US dollar","0","Units",,,104,,
"PPP","Purchasing Power Parities","JPN","Japan","2013","2013","NATUSD","National currency per US dollar","0","Units",,,101,,
"PPP","Purchasing Power Parities","JPN","Japan","2014","2014","NATUSD","National currency per US dollar","0","Units",,,103,,
"PPP","Purchasing Power Parities","JPN","Japan","2015","2015","NATUSD","National currency per US dollar","0","Units",,,103,,
"PPP","Purchasing Power Parities","JPN","Japan","2016","2016","NATUSD","National currency per US dollar","0","Units",,,106,,
"PPP","Purchasing Power Parities","JPN","Japan","2017","2017","NATUSD","National currency per US dollar","0","Units",,,105,,
"PPP","Purchasing Power Parities","JPN","Japan","2018","2018","NATUSD","National currency per US dollar","0","Units",,,105,,
"PPP","Purchasing Power Parities","JPN","Japan","2019","2019","NATUSD","National currency per US dollar","0","Units",,,103,,
"CPL","Comparative Price Levels","JPN","Japan","2009","2009","OECDIDX","OECD=100","0","Units",,,121,,
"CPL","Comparative Price Levels","JPN","Japan","2010","2010","OECDIDX","OECD=100","0","Units",,,124,,
"CPL","Comparative Price Levels","JPN","Japan","2011","2011","OECDIDX","OECD=100","0","Units",,,128,,
"CPL","Comparative Price Levels","JPN","Japan","2012","2012","OECDIDX","OECD=100","0","Units",,,129,,
"CPL","Comparative Price Levels","JPN","Japan","2013","2013","OECDIDX","OECD=100","0","Units",,,105,,
"CPL","Comparative Price Levels","JPN","Japan","2014","2014","OECDIDX","OECD=100","0","Units",,,100,,
"CPL","Comparative Price Levels","JPN","Japan","2015","2015","OECDIDX","OECD=100","0","Units",,,97,,
"CPL","Comparative Price Levels","JPN","Japan","2016","2016","OECDIDX","OECD=100","0","Units",,,112,,
"CPL","Comparative Price Levels","JPN","Japan","2017","2017","OECDIDX","OECD=100","0","Units",,,108,,
"CPL","Comparative Price Levels","JPN","Japan","2018","2018","OECDIDX","OECD=100","0","Units",,,108,,
"CPL","Comparative Price Levels","JPN","Japan","2019","2019","OECDIDX","OECD=100","0","Units",,,111,,
"CUR","Current PPPs","JPN","Japan","2009","2009","OECDIDX","OECD=100","0","Units",,,98,,
"CUR","Current PPPs","JPN","Japan","2010","2010","OECDIDX","OECD=100","0","Units",,,99,,
"CUR","Current PPPs","JPN","Japan","2011","2011","OECDIDX","OECD=100","0","Units",,,97,,
"CUR","Current PPPs","JPN","Japan","2012","2012","OECDIDX","OECD=100","0","Units",,,99,,
"CUR","Current PPPs","JPN","Japan","2013","2013","OECDIDX","OECD=100","0","Units",,,100,,
"CUR","Current PPPs","JPN","Japan","2014","2014","OECDIDX","OECD=100","0","Units",,,97,,
"CUR","Current PPPs","JPN","Japan","2015","2015","OECDIDX","OECD=100","0","Units",,,98,,
"CUR","Current PPPs","JPN","Japan","2016","2016","OECDIDX","OECD=100","0","Units",,,93,,
"CUR","Current PPPs","JPN","Japan","2017","2017","OECDIDX","OECD=100","0","Units",,,92,,
"CUR","Current PPPs","JPN","Japan","2018","2018","OECDIDX","OECD=100","0","Units",,,90,,
"CUR","Current PPPs","JPN","Japan","2019","2019","OECDIDX","OECD=100","0","Units",,,89,,
"CST","Constant 2015 PPPs","JPN","Japan","2009","2009","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","JPN","Japan","2010","2010","OECDIDX","OECD=100","0","Units",,,92,,
"CST","Constant 2015 PPPs","JPN","Japan","2011","2011","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","JPN","Japan","2012","2012","OECDIDX","OECD=100","0","Units",,,92,,
"CST","Constant 2015 PPPs","JPN","Japan","2013","2013","OECDIDX","OECD=100","0","Units",,,93,,
"CST","Constant 2015 PPPs","JPN","Japan","2014","2014","OECDIDX","OECD=100","0","Units",,,92,,
"CST","Constant 2015 PPPs","JPN","Japan","2015","2015","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","JPN","Japan","2016","2016","OECDIDX","OECD=100","0","Units",,,90,,
"CST","Constant 2015 PPPs","JPN","Japan","2017","2017","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","JPN","Japan","2018","2018","OECDIDX","OECD=100","0","Units",,,90,,
"CST","Constant 2015 PPPs","JPN","Japan","2019","2019","OECDIDX","OECD=100","0","Units",,,89,,
"PPP","Purchasing Power Parities","KOR","Korea","2009","2009","NATUSD","National currency per US dollar","0","Units",,,825,,
"PPP","Purchasing Power Parities","KOR","Korea","2010","2010","NATUSD","National currency per US dollar","0","Units",,,841,,
"PPP","Purchasing Power Parities","KOR","Korea","2011","2011","NATUSD","National currency per US dollar","0","Units",,,855,,
"PPP","Purchasing Power Parities","KOR","Korea","2012","2012","NATUSD","National currency per US dollar","0","Units",,,855,,
"PPP","Purchasing Power Parities","KOR","Korea","2013","2013","NATUSD","National currency per US dollar","0","Units",,,869,,
"PPP","Purchasing Power Parities","KOR","Korea","2014","2014","NATUSD","National currency per US dollar","0","Units",,,872,,
"PPP","Purchasing Power Parities","KOR","Korea","2015","2015","NATUSD","National currency per US dollar","0","Units",,,857,,
"PPP","Purchasing Power Parities","KOR","Korea","2016","2016","NATUSD","National currency per US dollar","0","Units",,,859,,
"PPP","Purchasing Power Parities","KOR","Korea","2017","2017","NATUSD","National currency per US dollar","0","Units",,,872,,
"PPP","Purchasing Power Parities","KOR","Korea","2018","2018","NATUSD","National currency per US dollar","0","Units",,,871,,
"PPP","Purchasing Power Parities","KOR","Korea","2019","2019","NATUSD","National currency per US dollar","0","Units",,,850,,
"CPL","Comparative Price Levels","KOR","Korea","2009","2009","OECDIDX","OECD=100","0","Units",,,63,,
"CPL","Comparative Price Levels","KOR","Korea","2010","2010","OECDIDX","OECD=100","0","Units",,,71,,
"CPL","Comparative Price Levels","KOR","Korea","2011","2011","OECDIDX","OECD=100","0","Units",,,73,,
"CPL","Comparative Price Levels","KOR","Korea","2012","2012","OECDIDX","OECD=100","0","Units",,,75,,
"CPL","Comparative Price Levels","KOR","Korea","2013","2013","OECDIDX","OECD=100","0","Units",,,81,,
"CPL","Comparative Price Levels","KOR","Korea","2014","2014","OECDIDX","OECD=100","0","Units",,,85,,
"CPL","Comparative Price Levels","KOR","Korea","2015","2015","OECDIDX","OECD=100","0","Units",,,86,,
"CPL","Comparative Price Levels","KOR","Korea","2016","2016","OECDIDX","OECD=100","0","Units",,,85,,
"CPL","Comparative Price Levels","KOR","Korea","2017","2017","OECDIDX","OECD=100","0","Units",,,89,,
"CPL","Comparative Price Levels","KOR","Korea","2018","2018","OECDIDX","OECD=100","0","Units",,,90,,
"CPL","Comparative Price Levels","KOR","Korea","2019","2019","OECDIDX","OECD=100","0","Units",,,85,,
"CUR","Current PPPs","KOR","Korea","2009","2009","OECDIDX","OECD=100","0","Units",,,87,,
"CUR","Current PPPs","KOR","Korea","2010","2010","OECDIDX","OECD=100","0","Units",,,90,,
"CUR","Current PPPs","KOR","Korea","2011","2011","OECDIDX","OECD=100","0","Units",,,89,,
"CUR","Current PPPs","KOR","Korea","2012","2012","OECDIDX","OECD=100","0","Units",,,89,,
"CUR","Current PPPs","KOR","Korea","2013","2013","OECDIDX","OECD=100","0","Units",,,88,,
"CUR","Current PPPs","KOR","Korea","2014","2014","OECDIDX","OECD=100","0","Units",,,88,,
"CUR","Current PPPs","KOR","Korea","2015","2015","OECDIDX","OECD=100","0","Units",,,91,,
"CUR","Current PPPs","KOR","Korea","2016","2016","OECDIDX","OECD=100","0","Units",,,92,,
"CUR","Current PPPs","KOR","Korea","2017","2017","OECDIDX","OECD=100","0","Units",,,92,,
"CUR","Current PPPs","KOR","Korea","2018","2018","OECDIDX","OECD=100","0","Units",,,91,,
"CUR","Current PPPs","KOR","Korea","2019","2019","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","KOR","Korea","2009","2009","OECDIDX","OECD=100","0","Units",,,86,,
"CST","Constant 2015 PPPs","KOR","Korea","2010","2010","OECDIDX","OECD=100","0","Units",,,89,,
"CST","Constant 2015 PPPs","KOR","Korea","2011","2011","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","KOR","Korea","2012","2012","OECDIDX","OECD=100","0","Units",,,91,,
"CST","Constant 2015 PPPs","KOR","Korea","2013","2013","OECDIDX","OECD=100","0","Units",,,93,,
"CST","Constant 2015 PPPs","KOR","Korea","2014","2014","OECDIDX","OECD=100","0","Units",,,94,,
"CST","Constant 2015 PPPs","KOR","Korea","2015","2015","OECDIDX","OECD=100","0","Units",,,94,,
"CST","Constant 2015 PPPs","KOR","Korea","2016","2016","OECDIDX","OECD=100","0","Units",,,95,,
"CST","Constant 2015 PPPs","KOR","Korea","2017","2017","OECDIDX","OECD=100","0","Units",,,96,,
"CST","Constant 2015 PPPs","KOR","Korea","2018","2018","OECDIDX","OECD=100","0","Units",,,96,,
"CST","Constant 2015 PPPs","KOR","Korea","2019","2019","OECDIDX","OECD=100","0","Units",,,97,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2009","2009","NATUSD","National currency per US dollar","0","Units",,,0.902,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2010","2010","NATUSD","National currency per US dollar","0","Units",,,0.925,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2011","2011","NATUSD","National currency per US dollar","0","Units",,,0.905,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2012","2012","NATUSD","National currency per US dollar","0","Units",,,0.907,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2013","2013","NATUSD","National currency per US dollar","0","Units",,,0.895,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2014","2014","NATUSD","National currency per US dollar","0","Units",,,0.884,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.881,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.852,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.844,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2018","2018","NATUSD","National currency per US dollar","0","Units",,,0.846,,
"PPP","Purchasing Power Parities","LUX","Luxembourg","2019","2019","NATUSD","National currency per US dollar","0","Units",,,0.855,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2009","2009","OECDIDX","OECD=100","0","Units",,,124,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2010","2010","OECDIDX","OECD=100","0","Units",,,120,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2011","2011","OECDIDX","OECD=100","0","Units",,,120,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2012","2012","OECDIDX","OECD=100","0","Units",,,115,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2013","2013","OECDIDX","OECD=100","0","Units",,,121,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2014","2014","OECDIDX","OECD=100","0","Units",,,121,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2015","2015","OECDIDX","OECD=100","0","Units",,,111,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2016","2016","OECDIDX","OECD=100","0","Units",,,108,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2017","2017","OECDIDX","OECD=100","0","Units",,,110,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2018","2018","OECDIDX","OECD=100","0","Units",,,114,,
"CPL","Comparative Price Levels","LUX","Luxembourg","2019","2019","OECDIDX","OECD=100","0","Units",,,112,,
"CUR","Current PPPs","LUX","Luxembourg","2009","2009","OECDIDX","OECD=100","0","Units",,,242,,
"CUR","Current PPPs","LUX","Luxembourg","2010","2010","OECDIDX","OECD=100","0","Units",,,242,,
"CUR","Current PPPs","LUX","Luxembourg","2011","2011","OECDIDX","OECD=100","0","Units",,,250,,
"CUR","Current PPPs","LUX","Luxembourg","2012","2012","OECDIDX","OECD=100","0","Units",,,243,,
"CUR","Current PPPs","LUX","Luxembourg","2013","2013","OECDIDX","OECD=100","0","Units",,,244,,
"CUR","Current PPPs","LUX","Luxembourg","2014","2014","OECDIDX","OECD=100","0","Units",,,251,,
"CUR","Current PPPs","LUX","Luxembourg","2015","2015","OECDIDX","OECD=100","0","Units",,,250,,
"CUR","Current PPPs","LUX","Luxembourg","2016","2016","OECDIDX","OECD=100","0","Units",,,257,,
"CUR","Current PPPs","LUX","Luxembourg","2017","2017","OECDIDX","OECD=100","0","Units",,,253,,
"CUR","Current PPPs","LUX","Luxembourg","2018","2018","OECDIDX","OECD=100","0","Units",,,253,,
"CUR","Current PPPs","LUX","Luxembourg","2019","2019","OECDIDX","OECD=100","0","Units",,,252,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2009","2009","OECDIDX","OECD=100","0","Units",,,250,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2010","2010","OECDIDX","OECD=100","0","Units",,,251,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2011","2011","OECDIDX","OECD=100","0","Units",,,248,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2012","2012","OECDIDX","OECD=100","0","Units",,,239,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2013","2013","OECDIDX","OECD=100","0","Units",,,239,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2014","2014","OECDIDX","OECD=100","0","Units",,,240,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2015","2015","OECDIDX","OECD=100","0","Units",,,240,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2016","2016","OECDIDX","OECD=100","0","Units",,,242,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2017","2017","OECDIDX","OECD=100","0","Units",,,236,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2018","2018","OECDIDX","OECD=100","0","Units",,,234,,
"CST","Constant 2015 PPPs","LUX","Luxembourg","2019","2019","OECDIDX","OECD=100","0","Units",,,232,,
"PPP","Purchasing Power Parities","MEX","Mexico","2009","2009","NATUSD","National currency per US dollar","0","Units",,,7.43,,
"PPP","Purchasing Power Parities","MEX","Mexico","2010","2010","NATUSD","National currency per US dollar","0","Units",,,7.68,,
"PPP","Purchasing Power Parities","MEX","Mexico","2011","2011","NATUSD","National currency per US dollar","0","Units",,,7.67,,
"PPP","Purchasing Power Parities","MEX","Mexico","2012","2012","NATUSD","National currency per US dollar","0","Units",,,7.86,,
"PPP","Purchasing Power Parities","MEX","Mexico","2013","2013","NATUSD","National currency per US dollar","0","Units",,,7.88,,
"PPP","Purchasing Power Parities","MEX","Mexico","2014","2014","NATUSD","National currency per US dollar","0","Units",,,8.05,,
"PPP","Purchasing Power Parities","MEX","Mexico","2015","2015","NATUSD","National currency per US dollar","0","Units",,,8.33,,
"PPP","Purchasing Power Parities","MEX","Mexico","2016","2016","NATUSD","National currency per US dollar","0","Units",,,8.45,,
"PPP","Purchasing Power Parities","MEX","Mexico","2017","2017","NATUSD","National currency per US dollar","0","Units",,,8.87,,
"PPP","Purchasing Power Parities","MEX","Mexico","2018","2018","NATUSD","National currency per US dollar","0","Units",,,9.13,,
"PPP","Purchasing Power Parities","MEX","Mexico","2019","2019","NATUSD","National currency per US dollar","0","Units",,,9.28,,
"CPL","Comparative Price Levels","MEX","Mexico","2009","2009","OECDIDX","OECD=100","0","Units",,,54,,
"CPL","Comparative Price Levels","MEX","Mexico","2010","2010","OECDIDX","OECD=100","0","Units",,,59,,
"CPL","Comparative Price Levels","MEX","Mexico","2011","2011","OECDIDX","OECD=100","0","Units",,,59,,
"CPL","Comparative Price Levels","MEX","Mexico","2012","2012","OECDIDX","OECD=100","0","Units",,,59,,
"CPL","Comparative Price Levels","MEX","Mexico","2013","2013","OECDIDX","OECD=100","0","Units",,,63,,
"CPL","Comparative Price Levels","MEX","Mexico","2014","2014","OECDIDX","OECD=100","0","Units",,,62,,
"CPL","Comparative Price Levels","MEX","Mexico","2015","2015","OECDIDX","OECD=100","0","Units",,,59,,
"CPL","Comparative Price Levels","MEX","Mexico","2016","2016","OECDIDX","OECD=100","0","Units",,,52,,
